,C factor
267,0.038294188730293
268,0.02324479251093268
269,0.027537197332570918
270,0.032356339115706206
271,0.028539638461207772
272,0.03570604135317815
273,0.02215420999305135
274,0.03179506383715722
275,0.02721484073254894
276,0.024392848454342163
277,0.0201039603285851
278,0.028646004805804665
279,0.019844714244123603
280,0.03390140532466649
281,0.019376341823177257
282,0.02904533779730247
283,0.01392429111698033
284,0.0255289284208329
285,0.05570530115179815
286,0.0370372678597959
287,0.04386059784952429
288,0.20870445082118663
289,0.30474792139077855
290,0.010236171056471455
291,0.02311674409978638
292,0.039996675857763134
293,0.12913829002383986
294,0.22054497926568095
295,0.010720663265306123
296,0.009384491788130101
297,0.015178961316790923
298,0.02342154212645671
299,0.01491361717252275
300,0.037853969105702635
301,0.009940881764564518
302,0.008893603089174149
303,0.007060606060606061
304,0.008757246376811594
305,0.008634703196347033
306,0.006359410430839002
307,0.006066207184628237
308,0.015447308298183103
309,0.012064547884855517
310,0.012921155957427448
311,0.020926766836230733
312,0.032664811722375016
313,0.016734114193504415
314,0.012306476440032427
315,0.04251659435612301
316,0.029048716715110872
317,0.049541398721781496
318,0.013292248515158733
319,0.031894805913454866
320,0.011255030894124267
321,0.023884602168881202
322,0.014681185439135219
323,0.013194656054152334
324,0.032785448288075635
325,0.03576150425951364
326,0.020204814446807873
327,0.026338452449464745
328,0.012412339272686316
329,0.012509571497102885
330,0.012529188793021053
331,0.025057984468454832
332,0.017944545864352568
333,0.021638044040190266
334,0.01709666881828233
335,0.024124044305416335
336,0.015533287293867791
337,0.0261543629450197
338,0.02464467358618966
339,0.026018181818181822
340,0.030884237291904218
341,0.05690003796196284
342,0.023084928972503044
343,0.014173244132115943
344,0.05768682533421857
345,0.02364466571498668
346,0.03521969065062057
347,0.01807310620763756
348,0.08356518751195754
349,0.010688198712256155
350,0.048061037004299506
351,0.037661438851203904
352,0.03420430203701899
353,0.005852396514161222
354,0.009017947737017506
355,0.028942579533087216
356,0.02750372343828461
357,0.027558556330622364
358,0.08909113880944663
359,0.029158180382127235
360,0.025620284669737366
361,0.11219287713576709
362,0.7443037896733112
363,0.03994304164302079
364,0.029283007185258066
365,0.03272535938439612
366,0.11405371338323354
367,0.2997400401381342
368,0.32136103438258057
369,0.015698026853573417
370,0.05089075288124421
371,0.018646908712406103
372,0.012813627434645597
373,0.012271067197680237
374,0.017702983124695558
375,0.011667041625939706
376,0.02556526646832292
377,0.018065316125274053
378,0.01271137055282643
379,0.009205092751126395
380,0.007695077840423593
381,0.021540958305469652
382,0.022253918780406303
383,0.03212755025899056
384,0.03696860949427795
385,0.011156707356739735
386,0.01330463620509535
387,0.009589633244220904
388,0.015762194620135343
389,0.027215079134999046
390,0.0212323801067889
391,0.014656340753976474
392,0.04977243734127406
393,0.11910042735042733
394,0.01011030417593637
395,0.007342936879156453
396,0.011605371871356527
397,0.02628560135346275
398,0.025305720130684127
399,0.016349451896059693
400,0.01609791805401834
401,0.017091262666747688
402,0.017677130762877774
403,0.013506065680356958
404,0.013179306189359873
405,0.006850310064288559
406,0.022115358036191152
407,0.025818212858797422
408,0.009003449463760199
409,0.007880217957009116
410,0.020966159495850904
411,0.023678997734148003
412,0.01962883014308418
413,0.06326978525763971
414,0.02132005377191417
415,0.019056285101477857
416,0.016820602584491893
417,0.016373615541184102
418,0.02415456352395286
419,0.00911407016430281
420,0.009304739333491819
421,0.012244340912947878
422,0.02557680346759805
423,0.014314863165305981
424,0.019335254187933602
425,0.017187646742850636
426,0.017469812809327176
427,0.021047052184711937
428,0.008841710946532369
429,0.011918421448184988
430,0.03216834067611875
431,0.017459679544770422
432,0.04285907160417897
433,0.01846963498912224
434,0.02263974078458412
435,0.030290836745442976
436,0.039454380525908675
437,0.1385286092113015
438,0.03335850837788166
439,0.013625135098011895
440,0.01253640171935994
441,0.0069526334776334785
442,0.007203296703296704
443,0.022682800999124893
444,0.024072572845285935
445,0.022841909198892802
446,0.06716185132806203
447,0.02083563449555827
448,0.049202344822478865
449,0.015226348153460677
450,0.01937496524475292
451,0.01544497295821883
452,0.01249215883406441
453,0.011963284081898068
454,0.013752444112908728
455,0.02133328451617608
456,0.012662439373328019
457,0.01217975825370279
458,0.01268209874461209
459,0.010553791997494885
460,0.021486422747276798
461,0.017904240522314173
462,0.013782182385118904
463,0.017521384198298084
464,0.013417155466745755
465,0.012403823767017739
466,0.010932891576269123
467,0.01053709450733529
468,0.01260248459396807
469,0.009123311737282327
470,0.010374219006953973
471,0.01383160750598801
472,0.01363853639631884
473,0.009584389986027187
474,0.009962687738790691
475,0.011920758612788549
476,0.01680763911941387
477,0.023938824614878826
478,0.01885959881350204
479,0.01487946819580945
480,0.019679036205337973
481,0.03519781616619968
482,0.05050552535418349
483,0.0192000814515903
484,0.010657412751837061
485,0.012890676806589394
486,0.012095916693363627
487,0.009045956236745714
488,0.006295821462488129
489,0.02919647823461803
490,0.012061385609778335
491,0.015529792064191276
492,0.015330086039904944
493,0.007615448218081852
494,0.010856207483020049
495,0.010159630491051331
496,0.010026092479659696
497,0.009961435175774526
498,0.006435725732600733
499,0.011283325299199254
500,0.00837594313449346
501,0.015028293905185766
502,0.0072386764011477985
503,0.01071271786850318
504,0.008946212967013343
505,0.011355308084881615
506,0.010392154786922276
507,0.01983965537217373
508,0.008747870565682306
509,0.014720318315762478
510,0.029139325469531168
511,0.016583780342895676
512,0.01575630845247398
513,0.020533549874876805
514,0.014820035023522388
515,0.01530685402420038
516,0.013645096146164897
517,0.01796500607155943
518,0.012149393788410996
519,0.01807761906298248
520,0.011284897158006537
521,0.012367108011000823
522,0.01774226723002048
523,0.02195251738404418
524,0.020498899505020787
525,0.022942885373578265
526,0.013223963274359879
527,0.01983569059091436
528,0.02026846070550142
529,0.02367551000236407
530,0.025283225622667573
531,0.028298067883790568
532,0.014699563856078254
533,0.029602955053400888
534,0.024523487921091245
535,0.015864459473693124
536,0.009847355233281901
537,0.013495014852384107
