,C factor
251,0.011598482946939272
252,0.00749174917491749
253,0.009365079365079364
254,0.009005060668498169
255,0.011912126749427024
256,0.012201030646584154
257,0.01757819566626048
258,0.011718827845807344
259,0.011030159115541486
260,0.0060269584139265
261,0.006249444999444999
262,0.16145215923641018
263,0.01255603147804096
264,0.014017857142857143
265,0.00875
266,0.1439671052631579
267,0.030021384101127497
268,0.028876542304876098
269,0.04278421634021704
270,0.24087334049497153
271,0.017291422773837224
272,0.03736118887363345
273,0.025551880439540677
274,0.23083167987616487
275,0.020529163976696664
276,0.013298765806354654
277,0.02428848928544938
278,0.09637548297685662
279,0.013107024039789996
280,0.010127284836859648
281,0.010497098444430133
282,0.05356568099040775
283,0.02711551760618368
284,0.17358752065991795
285,0.01912295886234893
286,0.24290160421588783
287,0.05601738734829936
288,0.44408502247311765
289,0.22552681639666175
290,0.022107040093368308
291,0.035026439871163065
292,0.055991382694336275
293,0.12814367222878886
294,0.24092797289986415
295,0.017170166528586196
296,0.017333722608796894
297,0.01237601157221986
298,0.016524696667413092
299,0.038310251854762195
300,0.029795617187803616
301,0.016012168745520222
302,0.012559681108655643
303,0.013821773207187667
304,0.008698725790010195
305,0.016712559558864356
306,0.029082092354749678
307,0.013439321789321789
308,0.017026172697879576
309,0.010731460563717574
310,0.009941451469284933
311,0.013821061812330912
312,0.009714390892933078
313,0.07710604918667188
314,0.15683498592636216
315,0.2364322535399257
316,0.027671816340041504
317,0.011786021096546561
318,0.018292599695901583
319,0.12649287672050272
320,0.02325984191185462
321,0.06834332703693216
322,0.034519117109881536
323,0.025829298902628455
324,0.03672967689002513
325,0.01966617731131072
326,0.015414076390846234
327,0.013223815147172862
328,0.012163024605809113
329,0.014014629320370812
330,0.0174558865134455
331,0.016099727435780822
332,0.017316811249520062
333,0.01640906282603733
334,0.015012777546010285
335,0.015798911979796767
336,0.023480119904232304
337,0.05369471858103611
338,0.029166737591908166
339,0.010250610014120592
340,0.02911092714768984
341,0.0676574397128083
342,0.022395773432190822
343,0.011412607032673624
344,0.01905120275938943
345,0.011126895191334845
346,0.013331668615727675
347,0.01838763772077598
348,0.012820753590971415
349,0.020596401802549794
350,0.018539942656575645
351,0.019451410051966937
352,0.022496976461761912
353,0.007591089623395688
354,0.00871412559175717
355,0.02622048533363188
356,0.020940802737510048
357,0.016665769827271432
358,0.026345897278756865
359,0.011126326547726374
360,0.014607052373857158
361,0.014272510454840464
362,0.10120845003152058
363,0.03010638329401596
364,0.01960092641049028
365,0.01687447230449858
366,0.028863649193078766
367,0.06058913736876187
368,0.055853437127682114
369,0.019594615908783246
370,0.025060061795663915
371,0.03992439089209908
372,0.011130406823175733
373,0.015238002524447947
374,0.02393982324342893
375,0.014787942820457083
376,0.008280304648556109
377,0.02422599569578122
378,0.020236295789598766
379,0.012658133331153492
380,0.00783988935878812
381,0.03843189704168516
382,0.010136645111419854
383,0.013757470323944804
384,0.010626388317564787
385,0.01739325209201974
386,0.010379698426573429
387,0.015844233149064003
388,0.01421338486152303
389,0.014054263280579068
390,0.0224554530226389
391,0.021716146737492437
392,0.01650055511812011
393,0.021271338220824727
394,0.01864007086714635
395,0.031494010408287205
396,0.028152936349316267
397,0.03579741614919113
398,0.026065707922171305
399,0.016945126963515123
400,0.02167318104880093
401,0.01330296774784507
402,0.03358400947373861
403,0.014893591759916992
404,0.013527675576937043
405,0.007174803021178361
406,0.009581099057090741
407,0.012489691724038743
408,0.007449033605283607
409,0.008724809505024593
410,0.02134662135128766
411,0.025035135845071516
412,0.015371741961178376
413,0.02240546694735102
414,0.02265578079953179
415,0.02221121930011277
416,0.020939913044413092
417,0.015846132205436084
418,0.0107954773125095
419,0.009888341473663648
420,0.014669535796159587
421,0.024524030188343617
422,0.013774635955748241
423,0.011065461722766349
424,0.010104882392808377
425,0.013570001324430205
426,0.01575688783211408
427,0.020241659722462765
428,0.020887726879773274
429,0.019723532030757714
430,0.028172520255652287
431,0.03300695159624651
432,0.021663895649243776
433,0.03206794318049832
434,0.04379928384988622
435,0.04737357570959967
436,0.020506963241428474
437,0.059165856543098826
438,0.011096347444995434
439,0.006599455466095594
440,0.01599089613029045
441,0.008527546221139232
442,0.012213711330377998
443,0.01376729796872047
444,0.059563836162503304
445,0.039906289527869676
446,0.03640502012151543
447,0.03173544037143546
448,0.03199593383972198
449,0.01619277141028927
450,0.021947093694393516
451,0.013518456794075073
452,0.017422269828901056
453,0.017650102623319508
454,0.026970742052574125
455,0.012896884678743944
456,0.012758487750278269
457,0.01939578962041222
458,0.012490043756547919
459,0.012446340161020215
460,0.01172269331670293
461,0.01388352165291146
462,0.01142296070141661
463,0.01227172468025947
464,0.0075343137254901965
465,0.010275606966958098
466,0.026545062717978275
467,0.015448104248035343
468,0.01464282168645912
469,0.011651197623345893
470,0.009299874474076188
471,0.013542432552827291
472,0.016904525309175834
473,0.012387873285787282
474,0.022936334752404527
475,0.014593199734246635
476,0.023908275925732213
477,0.015935781840559608
478,0.013374582186359608
479,0.020437708266252425
480,0.017136647801357787
481,0.03063240742995671
482,0.024225030344506574
483,0.03141850383870564
484,0.013974038724868177
485,0.019194817233846393
486,0.015178517405632334
487,0.01744362667907366
488,0.01948999756667372
489,0.035891276974804945
490,0.018995119957893256
491,0.015621798972641049
492,0.015290615881423901
493,0.010601865234362273
494,0.017344661142303146
495,0.011104622776978502
496,0.05904009801856611
497,0.023762042889338943
498,0.020576674442933842
499,0.03584347259792591
500,0.00716724537037037
501,0.00946483834291094
502,0.023856990297098733
503,0.09915099133088952
504,0.024806072806725067
505,0.013316982193785977
506,0.022528550960741075
507,0.017365168005395858
508,0.01651821136333611
509,0.00967539648916043
510,0.009393761602015448
511,0.01855671425553616
512,0.018099953585675652
513,0.031089728841285552
514,0.03633262172690076
515,0.010900197959562027
516,0.014287051932735707
517,0.01558603226742033
518,0.01443214844894941
519,0.020501048489319305
520,0.011779877382317307
521,0.015777378110371956
522,0.014507162500120841
523,0.017345645341299613
524,0.017473887469934904
525,0.00846541143244079
526,0.018931101177984834
527,0.0239684786184314
528,0.007587868825122114
529,0.009612518574853127
530,0.020972181132427256
531,0.014063961423219553
532,0.01565162726241353
533,0.014285896955367552
534,0.017494615200781917
535,0.011629008324760716
536,0.011913442858759709
537,0.020271301390611878
